,,log_4brackets_2ndcities_bracket0,log_4brackets_2ndcities_bracket1,log_4brackets_2ndcities_bracket2,log_4brackets_2ndcities_bracket3,rf_8brackets_2ndcities,rf_4brackets_2ndcities,2ndcities_category_counts,1stcities_category_counts,rf_4brackets_1stcities,rf_8brackets_1stcities,log_4brackets_1stcities_bracket0,log_4brackets_1stcities_bracket1,log_4brackets_1stcities_bracket2,log_4brackets_1stcities_bracket3
2_healthtrainers_far,healthtrainers_far,-0.0058,0.0088,-0.0122,-0.0301,0.0005,0,1771,438,0,0.0001,0.0341,0.0021,-0.0005,-0.0077
3_healthtrainers_far,healthtrainers_far,0,-0.0004,-0.0017,0.0238,0,0,417,79,0,0,0.0139,0.0214,-0.0136,-0.0091
4_healthtrainers_far,healthtrainers_far,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0_healthtrainers_near,healthtrainers_near,-0.0017,0.0001,-0.0698,-0.0707,0.004,0.0016,124503,5017,0.001,0.0016,0.0598,-0.0116,-0.0067,-0.0496
1_healthtrainers_near,healthtrainers_near,-0.0001,0.001,-0.0048,0.0007,0,0,207,9,0,0,0,0,0,0
2_healthtrainers_near,healthtrainers_near,-0.0025,0.0037,-0.0037,0.058,0,0,424,195,0.0002,0,-0.0361,0.0212,-0.0203,-0.0033
3_healthtrainers_near,healthtrainers_near,0,-0.0002,0.0012,-0.0193,0,0,219,66,0,0.0001,-0.0006,-0.0055,0.0319,-0.0192
4_healthtrainers_near,healthtrainers_near,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0_homeandgarden_far,homeandgarden_far,0.0063,-0.0091,0.0314,-0.0493,0,0,2284,51492,0.0021,0.002,0.1406,-0.1102,-0.087,-0.035
1_homeandgarden_far,homeandgarden_far,-0.0003,-0.0016,0.0035,0.0104,0,0,1480,3672,0.0009,0.0009,0.1548,-0.1774,0.1126,-0.1018
2_homeandgarden_far,homeandgarden_far,-0.0002,0.0042,-0.0155,-0.0159,0,0,219,24342,0.0021,0.0021,0.0181,-0.0061,-0.1398,0.2013
3_homeandgarden_far,homeandgarden_far,-0.0012,0.0064,-0.0119,-0.0275,0.0011,0.0001,5904,13483,0.0007,0.0007,-0.1711,-0.0017,0.0729,0.0449
4_homeandgarden_far,homeandgarden_far,-0.0004,0.0017,-0.0004,0.0338,0,0,368,2073,0.0005,0.0001,-0.2055,0.129,0.0914,-0.0452
0_homeandgarden_near,homeandgarden_near,-0.0005,-0.0004,0.0025,0.0337,0,0,273,11902,0.0005,0.0004,-0.0137,0.033,0.1111,0.0217
1_homeandgarden_near,homeandgarden_near,0,0,-0.0012,0.0537,0,0,992,1183,0.0007,0.0003,-0.3205,0.0351,0.1238,-0.1456
2_homeandgarden_near,homeandgarden_near,-0.0002,-0.0014,0.0128,-0.0259,0,0,43,6387,0.0005,0.0007,0.4072,-0.1859,-0.1103,0.101
3_homeandgarden_near,homeandgarden_near,0,0.0033,0.0084,-0.0373,0,0,1559,4711,0.0004,0.0004,-0.0317,0.0112,0.0457,0.0436
4_homeandgarden_near,homeandgarden_near,-0.0001,-0.0014,-0.0001,0.0216,0,0,144,525,0.0001,0,0.0646,0.0277,-0.0489,-0.0623
0_homecleaning_far,homecleaning_far,0.0193,-0.0112,-0.0275,0.0278,0.0023,0.0029,744586,118030,0.0015,0.003,-0.0116,0.0024,0.1309,0.0463
1_homecleaning_far,homecleaning_far,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_homecleaning_far,homecleaning_far,-0.0014,0.0018,-0.0017,-0.0154,0.0001,0,951,838,0,0.0002,-0.0016,0.0349,-0.0049,-0.0294
3_homecleaning_far,homecleaning_far,0.0005,-0.0009,0.0001,0.0059,0,0,160,8,0,0,-0.0178,0.0039,-0.0001,-0.0026
4_homecleaning_far,homecleaning_far,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0_homecleaning_near,homecleaning_near,0.025,-0.0613,-0.0462,0.0043,0.0021,0.0034,232451,22309,0.0004,0.0005,-0.0789,0.0148,0.0669,0.0146
1_homecleaning_near,homecleaning_near,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_homecleaning_near,homecleaning_near,0.0002,0,-0.0019,0.0797,0,0,558,355,0,0,-0.0058,0.0342,-0.0045,-0.0004
3_homecleaning_near,homecleaning_near,-0.0004,0.0002,0.001,-0.0001,0,0,77,6,0,0,-0.0006,0.0009,-0.0001,-0.0001
4_homecleaning_near,homecleaning_near,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0_homedecor_far,homedecor_far,-0.0245,0.005,-0.0296,0.279,0.0006,0.0004,23826,5921,0.0007,0.0012,-0.4627,0.1693,-0.2265,-0.0998
1_homedecor_far,homedecor_far,0.0009,0.0005,-0.0053,0.0467,0.0003,0.0004,1868,1127,0.0007,0.0016,0.2208,-0.0983,0.1855,-0.0653
2_homedecor_far,homedecor_far,0.0049,-0.0175,0.0621,0.0558,0.0011,0.0005,32081,6508,0.0011,0.0021,0.1965,-0.1025,0.0783,-0.0313
3_homedecor_far,homedecor_far,0.0039,-0.0073,-0.0044,-0.0375,0.0026,0.0006,35923,10424,0.0005,0.0005,-0.1818,-0.0153,0.1551,0.0221
4_homedecor_far,homedecor_far,0.0017,0.008,-0.0228,0.0617,0.0002,0.0008,11589,536,0.0002,0.0003,-0.0201,0.0059,-0.0505,0.0134
0_homedecor_near,homedecor_near,-0.0292,0.0265,-0.0087,0.0677,0.0004,0.0006,9250,1458,0.0005,0.0008,-0.0199,-0.0782,0.0392,0.0012
1_homedecor_near,homedecor_near,-0.0038,0.0002,0.0245,0.0006,0.0005,0.0002,787,329,0.0002,0.0003,-0.0568,0.0343,0.0478,-0.0102
2_homedecor_near,homedecor_near,-0.0026,0.008,-0.0236,0.1371,0.0009,0.0005,14582,2194,0.0001,0.0004,0.0803,0.0196,-0.0036,0.0923
3_homedecor_near,homedecor_near,0.0115,-0.0109,-0.0098,0.0024,0.0005,0.0001,13603,3799,0.0003,0.0001,-0.1823,0.0517,0.0967,0.009
4_homedecor_near,homedecor_near,-0.0012,-0.0115,-0.0045,0.0706,0,0,3397,131,0,0,0.0031,0.0291,-0.0368,-0.0153
0_homeservices_far,homeservices_far,0.0101,-0.0015,-0.0027,-0.0094,0.0039,0.0043,8607172,798285,0.007,0.0089,0.0462,0.0171,-0.041,-0.0703
1_homeservices_far,homeservices_far,-0.0003,0.0024,0.0091,0.0884,0.0001,0.0013,1031,1048,0.0002,0.0002,0.0648,-0.0697,-0.0983,-0.0241
2_homeservices_far,homeservices_far,-0.002,0.0313,-0.0649,0.0861,0.0007,0.0015,83270,12525,0.002,0.0032,-0.3818,0.1443,0.1639,-0.0558
3_homeservices_far,homeservices_far,-0.0011,-0.005,-0.0078,0.0648,0.0002,0.0009,50910,2284,0.0005,0.0007,-0.0111,-0.0599,-0.041,0.0416
4_homeservices_far,homeservices_far,-0.0018,-0.0051,-0.0024,0.1276,0.0005,0.0006,5756,2207,0.0002,0.0003,-0.0089,-0.0217,0.027,0.0087
0_homeservices_near,homeservices_near,0.0072,0.0087,-0.0109,-0.0117,0.0031,0.0027,2711691,189505,0.0034,0.005,0.0042,0.0224,-0.0522,-0.1579
1_homeservices_near,homeservices_near,-0.0006,0.001,-0.0015,0.0004,0,0,173,273,0,0.0001,0.0047,0.0457,-0.0277,0.0023
2_homeservices_near,homeservices_near,-0.0068,0.0235,-0.0365,0.0705,0.0005,0.0005,22555,3376,0.0002,0.0007,-0.0588,0.0429,0.1312,0.0271
3_homeservices_near,homeservices_near,0.0018,-0.0048,0.0175,-0.0379,0.0002,0,13513,759,0.0002,0.0004,0.0067,0.0182,0.0557,0.042
4_homeservices_near,homeservices_near,-0.0038,-0.0077,-0.007,0.0206,0.0001,0,1753,617,0.0003,0,0.1819,0.0214,-0.0917,-0.0569
0_hotdogs_far,hotdogs_far,0.0504,-0.0446,-0.1361,-0.4123,0.0008,0.0049,13366,2245,0.0006,0.0008,0.0034,0.0106,0.223,-0.1496
1_hotdogs_far,hotdogs_far,0.0214,-0.0449,-0.0215,-0.2478,0.0026,0.0048,141742,41088,0.0032,0.0035,0.0997,-0.016,-0.1196,-0.1067
2_hotdogs_far,hotdogs_far,0.0014,0.0045,0.0517,0.2161,0.0002,0.0006,24357,4421,0.0012,0.0018,0.0982,-0.0647,0.0577,-0.0967
3_hotdogs_far,hotdogs_far,0,0,0,0,0,0,0,80,0,0,0.0775,-0.0246,-0.0261,0.0022
4_hotdogs_far,hotdogs_far,0,0,0,0,0,0,0,74,0,0,-0.0231,0.0169,-0.0006,0
0_hotdogs_near,hotdogs_near,0.029,-0.0367,-0.0801,-0.0165,0.0015,0.0011,3883,749,0.0001,0.0001,0.0772,-0.0951,-0.0293,0.0248
1_hotdogs_near,hotdogs_near,0.0492,-0.0525,-0.0427,-0.3765,0.0013,0.0015,49747,12732,0.0013,0.001,0.4317,-0.0856,-0.3008,-0.1092
2_hotdogs_near,hotdogs_near,0.0141,0.0046,-0.0187,-0.0624,0,0.0003,10140,1216,0.0002,0.0002,0.3485,-0.1219,-0.1095,-0.0468
3_hotdogs_near,hotdogs_near,0,0,0,0,0,0,0,28,0,0,0.0563,-0.0146,-0.0145,-0.0019
4_hotdogs_near,hotdogs_near,0,0,0,0,0,0,0,15,0,0,0.0004,-0.0004,-0.0001,0
0_hotels_far,hotels_far,-0.0072,0.0014,0.0063,-0.3282,0.0007,0.0004,10968,3396,0.0012,0.0005,0.5436,-0.0865,-0.1927,-0.0885
1_hotels_far,hotels_far,-0.0044,-0.0037,0.0009,-0.0558,0.0003,0.0005,2064,5812,0.0006,0.001,0.2125,-0.1558,0.0984,-0.0747
2_hotels_far,hotels_far,0.026,-0.0561,-0.0752,-0.2825,0.0038,0.002,42425,20446,0.0013,0.0024,-0.0381,0.012,-0.0805,0.0287
3_hotels_far,hotels_far,0.0091,0.0062,0.0105,-0.0774,0.0011,0.0012,38052,3347,0.0004,0.0002,0.033,0.0761,-0.0402,0.0436
4_hotels_far,hotels_far,0.0012,-0.0038,-0.0096,-0.0072,0.0002,0,4227,472,0.0008,0,-0.0199,-0.0173,-0.0101,0.0018
0_hotels_near,hotels_near,-0.0005,-0.0088,-0.0203,0.1162,0.0003,0.001,3879,1072,0.0007,0.0006,-0.0434,0.0533,-0.0957,-0.0991
1_hotels_near,hotels_near,0.0046,-0.0059,0.0019,-0.0369,0,0,984,2839,0.0002,0,0.2071,-0.0632,-0.0278,-0.0784
2_hotels_near,hotels_near,-0.0048,0,-0.0282,-0.0657,0.0014,0.0002,14883,6627,0.0006,0.0009,0.0615,0.0983,-0.1918,-0.0679
3_hotels_near,hotels_near,-0.0139,0.0218,0.0001,-0.0162,0.0004,0.0001,13105,943,0,0.0004,-0.0141,-0.0488,-0.0439,0.1657
4_hotels_near,hotels_near,-0.0002,0.006,-0.0117,0.0534,0,0,1345,143,0,0,-0.041,0.0055,0.0152,0.0009
0_hotelstravel_far,hotelstravel_far,0.028,-0.0013,-0.0435,-0.0183,0.0037,0.0033,2008096,143027,0.0025,0.0036,-0.0694,0.046,-0.0638,-0.09
1_hotelstravel_far,hotelstravel_far,-0.0009,0.0004,-0.0003,0.0146,0,0.0005,214,6073,0.0004,0.0006,0.1569,-0.1488,0.0881,-0.0574
2_hotelstravel_far,hotelstravel_far,-0.0037,0.0051,-0.0158,-0.0802,0.0003,0.0005,12273,21228,0.0023,0.0025,0.0398,0.0566,-0.1448,-0.0319
3_hotelstravel_far,hotelstravel_far,-0.0031,-0.0121,-0.0061,0.1349,0.0001,0.0005,2660,3607,0.0001,0.0003,0.1777,0.0295,0.0331,-0.0411
4_hotelstravel_far,hotelstravel_far,0,0,0,0,0,0,0,506,0,0,-0.0159,-0.0177,-0.0105,-0.0101
0_hotelstravel_near,hotelstravel_near,0.0151,-0.003,-0.0002,-0.0775,0.0021,0.0023,657772,43824,0.0023,0.0014,-0.0399,0.0606,0.0767,-0.0542
1_hotelstravel_near,hotelstravel_near,0.0003,0.0005,-0.0001,-0.0073,0.0003,0,186,2908,0.0003,0.0001,0.184,-0.0546,-0.0289,-0.0638
2_hotelstravel_near,hotelstravel_near,-0.0028,0.0016,-0.0081,0.0802,0.0001,0,3522,6792,0.001,0.0004,-0.0339,0.0944,-0.1437,-0.0479
3_hotelstravel_near,hotelstravel_near,0.008,0.0026,-0.0081,-0.0195,0.001,0,1049,1048,0.0001,0.0001,-0.0798,-0.0104,-0.0751,0.1896
4_hotelstravel_near,hotelstravel_near,0,0,0,0,0,0,0,157,0,0,-0.0576,0.0048,0.0152,0.0176
0_hvac_far,hvac_far,0.0074,-0.0105,-0.0384,-0.2079,0.0015,0.0021,280267,43621,0.0017,0.0034,0.0482,-0.0471,-0.0563,-0.0613
1_hvac_far,hvac_far,0,0,0,0,0,0,0,108,0,0.0002,0.0682,-0.0228,-0.0384,0.0278
2_hvac_far,hvac_far,0,0,0,0,0,0,0,15,0.0002,0.0002,-0.0362,-0.0058,0.0418,-0.0154
3_hvac_far,hvac_far,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4_hvac_far,hvac_far,0,0,0,0,0,0,0,40,0.0001,0,0.0154,-0.0053,-0.0001,0
0_hvac_near,hvac_near,0.0313,-0.0213,0.0372,-0.2074,0.0004,0.001,99834,14394,0.0003,0.0009,-0.0443,0.0014,0.0305,0.0791
1_hvac_near,hvac_near,0,0,0,0,0,0,0,44,0,0,0.0646,-0.0027,-0.0101,-0.009
2_hvac_near,hvac_near,0,0,0,0,0,0,0,3,0,0,-0.0062,-0.0035,0.017,-0.0012
3_hvac_near,hvac_near,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4_hvac_near,hvac_near,0,0,0,0,0,0,0,20,0,0,0.0028,-0.0006,0,0
0_icecream_far,icecream_far,0.0104,-0.0037,0.0299,0.0431,0.0003,0.0005,71070,10335,0.0012,0.0002,0.0359,-0.0713,-0.1173,-0.0845
1_icecream_far,icecream_far,-0.0139,0.0129,0.01,0.0886,0.002,0.0007,52439,19478,0.003,0.0027,-0.0578,0.0334,0.0564,-0.1271
2_icecream_far,icecream_far,0.0018,0.0475,-0.0202,-0.0707,0.0004,0.0012,32762,5382,0.0006,0.0004,0.2727,-0.176,0.125,0.1433
3_icecream_far,icecream_far,0.0053,0.0006,-0.0157,-0.0203,0.0001,0.0001,825,3268,0.0003,0.0004,0.1455,-0.1007,-0.0114,-0.0297
4_icecream_far,icecream_far,0.001,-0.0001,0.0018,-0.0035,0,0,381,72,0,0,-0.0043,0.0109,-0.0005,-0.0009
0_icecream_near,icecream_near,-0.006,-0.0014,0.0238,-0.1326,0.0003,0,17264,1697,0.0003,0,0.1979,0.003,-0.0168,-0.0329
1_icecream_near,icecream_near,0.0169,0.0011,0.0102,0.0117,0.0013,0.001,22927,6110,0.0017,0.0006,0.1598,0.0436,-0.0479,0.0211
2_icecream_near,icecream_near,0.0022,0.0099,0.0021,0.1042,0.0004,0.0005,12725,1778,0.0003,0.0001,-0.0445,-0.0258,0.0478,-0.0137
3_icecream_near,icecream_near,-0.0112,0.0057,-0.0013,-0.0005,0,0,280,1942,0.0001,0.0002,-0.0279,0.0734,-0.0164,-0.0265
4_icecream_near,icecream_near,0,0,-0.0012,0.004,0,0,96,0,0,0,0,0,0,0
0_indpak_far,indpak_far,-0.0092,0.001,0.0105,0.1549,0.0002,0,3517,7141,0.0006,0.0006,-0.3559,0.1749,0.0881,0.0061
1_indpak_far,indpak_far,-0.0149,0.041,0.0447,-0.1072,0.0008,0.0006,125145,4091,0.0003,0.0026,0.3218,-0.0582,0.055,0.1399
2_indpak_far,indpak_far,-0.0059,0.0184,0.0173,-0.0542,0.0006,0.0008,15712,9479,0.001,0.0012,0.001,0.0978,-0.0694,-0.1884
3_indpak_far,indpak_far,0.0008,0.0002,0.0076,-0.092,0,0,1645,42,0,0,-0.0078,-0.0064,0,0.0073
4_indpak_far,indpak_far,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0_indpak_near,indpak_near,0.0006,0.0042,0.0026,-0.1067,0.0001,0,1592,2665,0.0002,0.0003,-0.0439,-0.006,0.059,-0.0355
1_indpak_near,indpak_near,0.0219,-0.0292,0.0309,-0.0126,0,0,36127,1378,0.0001,0.0001,0.1326,0.0023,-0.2115,-0.0028
2_indpak_near,indpak_near,0.0007,-0.0009,-0.0436,0.0903,0.0004,0.001,7645,3322,0.0005,0.0008,0.219,0.0275,-0.0225,0.0094
3_indpak_near,indpak_near,0,-0.0004,0,-0.0083,0,0,450,2,0,0,-0.0011,0.0058,0,0
4_indpak_near,indpak_near,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0_italian_far,italian_far,0.0122,-0.0015,0.0057,0.0828,0.0008,0.0003,30096,9241,0.0005,0.0008,-0.0286,-0.0194,-0.0013,0.1374
1_italian_far,italian_far,-0.0173,0.0199,0.0545,0.1311,0.0019,0.0046,33034,14121,0.0023,0.0025,-0.1828,0.1481,-0.0992,-0.1656
2_italian_far,italian_far,0.035,-0.0009,-0.001,0.0403,0.0024,0.0007,130278,31472,0.0023,0.0033,-0.1323,0.0245,0.1008,-0.0882
3_italian_far,italian_far,0.0345,-0.0158,0.0259,-0.1833,0.0006,0,37634,3948,0.0012,0.0011,-0.2374,0.0086,0.0385,0.1099
4_italian_far,italian_far,-0.0004,0.002,0.0055,-0.1597,0,0.0001,1517,372,0.0001,0.0002,0.0089,-0.0739,0.0817,-0.0621
0_italian_near,italian_near,0.0042,0.0132,0.0044,-0.1411,0.0001,0.0001,4993,2703,0.0007,0.0003,-0.3968,0.108,-0.119,0.0728
1_italian_near,italian_near,-0.0046,0.0283,-0.049,0.0655,0.0003,0.0001,13869,4073,0.0011,0.0003,-0.3476,0.0746,0.0645,-0.1493
2_italian_near,italian_near,-0.0278,-0.0173,0.0086,0.0313,0.0008,0.0038,49065,9124,0.0026,0.0008,0.0965,-0.026,0.1148,-0.0893
3_italian_near,italian_near,0.006,-0.0057,-0.0298,0.023,0.0004,0.0004,14211,1413,0.0004,0.0003,0.0818,-0.1106,0.1049,0.0325
4_italian_near,italian_near,0,-0.0027,-0.0065,0.0484,0,0,689,64,0.0002,0.0006,0.0102,-0.0703,0.1982,-0.0286
0_itservices_far,itservices_far,-0.0118,0.0057,-0.0022,0.0244,0.0015,0.0049,218564,34320,0.0015,0.0018,0.152,0.0051,-0.0823,-0.1211
1_itservices_far,itservices_far,-0.0009,0.0069,0.0027,0.0583,0,0.0001,1270,1463,0.0002,0.0002,-0.1057,-0.0067,-0.1084,0.0054
2_itservices_far,itservices_far,0.0007,0.0003,0.0166,-0.0582,0.0007,0.0001,936,5795,0.0005,0.0004,-0.3968,0.2054,0.13,0.0299
3_itservices_far,itservices_far,0.0043,-0.0013,-0.012,0.0182,0.0001,0,2077,886,0.0003,0.0003,0.1949,-0.1033,0.0321,0.0652
4_itservices_far,itservices_far,0.0001,0.0005,-0.0028,0.0019,0,0,232,659,0.0001,0,-0.0624,-0.0123,0.1242,0.0162
0_itservices_near,itservices_near,-0.0212,0.029,0.0199,0.1682,0.0007,0.0008,70181,5391,0.0005,0.0002,0.2139,-0.0705,0.2124,-0.0913
1_itservices_near,itservices_near,-0.0005,-0.0004,0.0005,0.02,0,0,425,333,0.0002,0.0001,0.0225,0.0037,0.0251,-0.0222
2_itservices_near,itservices_near,0.001,0.0003,0.0046,-0.0127,0,0,352,1427,0.0004,0.0006,-0.1554,0.1099,0.0034,0.0031
3_itservices_near,itservices_near,0,-0.0009,-0.0063,0.0149,0,0,675,324,0,0.0002,0.0973,-0.0214,0.0341,-0.0309
4_itservices_near,itservices_near,0.0005,0,0.0003,-0.0012,0,0,84,245,0,0,-0.0222,0.0235,0.014,-0.0087
0_japanese_far,japanese_far,-0.0147,-0.0059,-0.0054,0.0876,0.0005,0,5983,970,0.0006,0.0003,0.2291,-0.1172,-0.0818,0.0641
1_japanese_far,japanese_far,0.0112,-0.0442,0.0429,0.19,0.0018,0.0013,37818,9236,0.001,0.0004,0.0345,-0.0622,-0.0894,0.1449
2_japanese_far,japanese_far,0.0029,0.0138,0.0166,0.2215,0.0003,0.0009,50547,20609,0.0015,0.0011,0.083,-0.0525,0.1048,0.1187
3_japanese_far,japanese_far,-0.0053,0.0031,0.0065,-0.0113,0.0007,0.0007,2358,1599,0.0001,0,0.2114,0.0545,-0.0723,0.0558
4_japanese_far,japanese_far,0.0087,-0.0075,0.02,0.0657,0.0004,0.0002,1581,3647,0,0.0001,0.1999,-0.0803,-0.0303,-0.0068
0_japanese_near,japanese_near,0.0172,-0.0048,0,-0.0512,0.001,0.0002,3083,238,0,0.0001,0.0211,-0.0446,0.101,0.0125
1_japanese_near,japanese_near,-0.0146,0.0157,0.0607,0.0936,0.0001,0.0001,16726,2827,0.0002,0.0005,0.0458,-0.0531,-0.1027,0.0203
2_japanese_near,japanese_near,-0.0091,0.0149,0.0189,0.1227,0.0006,0.0011,22206,7120,0.0003,0.0004,-0.2101,0.1238,0.0966,0.0629
3_japanese_near,japanese_near,-0.0078,0.0072,-0.017,0.1547,0.0001,0.0003,965,540,0,0,-0.0539,0.0545,-0.0532,0.044
4_japanese_near,japanese_near,-0.0045,0.0093,-0.0011,-0.0196,0.0003,0,880,2039,0,0,-0.0307,0.0345,-0.0702,0.0091
0_jewelry_far,jewelry_far,-0.0235,0.0191,-0.0318,0.2133,0.001,0.0008,266147,6049,0.0008,0.0008,0.1119,0.0547,-0.0397,0.0285
1_jewelry_far,jewelry_far,0.012,-0.014,-0.0462,0.1513,0.0002,0.0021,22374,3351,0,0.0004,-0.0449,0.0651,-0.0195,0.0358
2_jewelry_far,jewelry_far,0.0092,-0.0217,0.0234,-0.1429,0.0012,0.0011,248297,16181,0.001,0.0008,-0.1749,-0.0369,0.0399,-0.026
3_jewelry_far,jewelry_far,-0.0135,0.0118,0.0409,-0.0424,0.0009,0.0009,114196,4084,0.0007,0.0004,-0.1777,0.0157,0.0543,0.0301
4_jewelry_far,jewelry_far,0.005,0.0249,0.0108,-0.175,0,0.0008,40177,3978,0,0,0.005,-0.0539,-0.1379,0.1417
0_jewelry_near,jewelry_near,0.014,-0.0398,0.0178,0.0252,0.001,0.0004,83875,1779,0.0001,0.0002,0.0279,-0.0216,0.0488,-0.0161
1_jewelry_near,jewelry_near,0.0061,-0.0018,0.0056,-0.1336,0,0.0009,7351,872,0.0004,0.0005,-0.1651,0.0102,0.0368,-0.0181
2_jewelry_near,jewelry_near,0.0319,-0.0249,0.0011,0.0517,0.001,0.0002,83535,6315,0.0002,0.0005,0.0164,-0.0942,-0.0944,0.1015
3_jewelry_near,jewelry_near,0.0033,-0.024,0.0179,-0.0092,0.0021,0.0007,31504,1129,0.0004,0.0001,-0.0013,-0.0521,-0.0861,0.06
4_jewelry_near,jewelry_near,-0.0053,-0.0078,-0.0329,0.0078,0.0001,0,11846,2026,0,0,0.149,-0.0061,-0.0383,-0.0064
0_juicebars_far,juicebars_far,-0.0191,0.0327,0.0279,0.1564,0.0003,0.0009,28124,670,0.0001,0.0005,-0.0375,0.0277,-0.1282,0.0624
1_juicebars_far,juicebars_far,-0.0181,0.035,0.0393,-0.1212,0.001,0.001,33998,14469,0.0009,0.001,0.237,-0.1174,0.1034,-0.3298
2_juicebars_far,juicebars_far,0.0212,0.0222,0.0185,-0.1909,0.0015,0.0015,53967,12375,0.0023,0.0005,0.1967,-0.1301,-0.0381,0.2999
3_juicebars_far,juicebars_far,0.0101,-0.0006,0.0035,0.0027,0.0003,0,1414,2468,0,0,0.1112,0.0559,-0.1301,-0.0171
4_juicebars_far,juicebars_far,0,0,0,0,0,0,0,63,0,0,-0.0043,0.0111,-0.0005,-0.0009
0_juicebars_near,juicebars_near,0.0118,0.007,-0.0171,0.1567,0.0001,0,7573,186,0.0003,0.0001,-0.0414,-0.0033,0.0298,-0.0254
1_juicebars_near,juicebars_near,0.0029,0.0096,0.0316,0.094,0.0006,0.0004,15705,3831,0.0011,0,-0.1521,-0.1157,0.0337,0.0027
2_juicebars_near,juicebars_near,0.0049,0.0172,-0.0045,0.1668,0.0007,0.0007,21078,4147,0.0002,0.0006,0.0175,-0.0062,-0.0244,-0.0313
3_juicebars_near,juicebars_near,0.0007,-0.0025,0.0005,0.0071,0,0,397,632,0,0,0.2498,-0.0688,0.0426,-0.0334
4_juicebars_near,juicebars_near,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0_landscaping_far,landscaping_far,-0.0274,0.0197,0.0895,-0.0448,0.002,0.001,524912,57064,0.0025,0.0023,0.104,-0.094,-0.4756,-0.3526
1_landscaping_far,landscaping_far,-0.0001,-0.0002,0.0022,-0.0043,0,0,3,102,0,0,0.0503,-0.0311,-0.0073,-0.0061
2_landscaping_far,landscaping_far,-0.0001,0.0001,0.0008,-0.0021,0,0,3,346,0.0001,0.0001,0.0099,0.0075,-0.0647,0.0082
3_landscaping_far,landscaping_far,-0.0002,-0.0016,-0.0045,0.0335,0,0,385,0,0,0,0,0,0,0
4_landscaping_far,landscaping_far,0,0,0,0,0,0,0,28,0,0.0001,0.1094,-0.0262,-0.0039,-0.0029
0_landscaping_near,landscaping_near,-0.0109,-0.0099,0.0921,0.0784,0.0005,0.0014,149304,8201,0.0005,0.0007,-0.0062,-0.0923,-0.1072,-0.2254
1_landscaping_near,landscaping_near,0,0,0,0,0,0,0,37,0,0,0.0236,-0.0137,-0.003,-0.0025
2_landscaping_near,landscaping_near,0,-0.0001,0.0011,-0.0022,0,0,1,116,0,0,0.0381,-0.0006,-0.0052,-0.0341
3_landscaping_near,landscaping_near,0,-0.0012,0.0143,0.0061,0,0,265,0,0,0,0,0,0,0
4_landscaping_near,landscaping_near,0,0,0,0,0,0,0,2,0,0,0.0099,-0.0049,-0.0003,-0.0005
0_laundryservices_far,laundryservices_far,-0.0008,-0.0047,0.0422,-0.1146,0.0014,0.0012,23014,3226,0.0013,0.0011,-0.1316,-0.0234,0.2642,-0.1639
1_laundryservices_far,laundryservices_far,-0.0056,-0.0057,0.0165,0.1077,0.0007,0.0005,14514,8676,0.0013,0.0014,-0.6489,0.2351,0.2021,0.1035
2_laundryservices_far,laundryservices_far,-0.0256,0.0333,0.0309,0.2003,0.0042,0.0095,37233,8122,0.0017,0.0006,0.0439,-0.1093,-0.0099,0.0046
3_laundryservices_far,laundryservices_far,0.0041,-0.0089,0.0015,-0.0694,0.0002,0,15256,1267,0.002,0.0002,-0.156,0.1083,-0.0784,-0.05
4_laundryservices_far,laundryservices_far,0.0155,-0.0051,-0.0077,-0.0295,0.0004,0.0011,8038,950,0.0002,0.0003,0.161,0.0028,-0.1564,-0.0856
0_laundryservices_near,laundryservices_near,0.0122,-0.0047,-0.0052,0.0106,0.0003,0.0002,6111,1144,0.0002,0.0006,0.0535,-0.069,0.1016,-0.0238
1_laundryservices_near,laundryservices_near,0.0188,-0.0086,-0.0478,0.0426,0.0004,0.0002,5369,2873,0.0004,0.0006,-0.2901,0.0864,-0.134,0.2033
2_laundryservices_near,laundryservices_near,-0.0017,0.0085,0.0248,0.2242,0.0007,0.0006,15619,2708,0.0006,0.0004,-0.0629,-0.0688,0.0274,0.0734
3_laundryservices_near,laundryservices_near,-0.0025,0.0086,-0.0144,-0.01,0.0001,0.0002,7493,439,0.0003,0.0003,-0.0161,0.059,-0.0565,-0.0227
4_laundryservices_near,laundryservices_near,-0.0009,-0.0126,0.0054,0.0226,0.0001,0,2713,288,0.0001,0,-0.1093,0.0127,-0.0435,0.0541
0_lawyers_far,lawyers_far,0.0017,0.0128,0.007,-0.0232,0.0012,0.0005,302572,31908,0.0049,0.0016,-0.1479,0.0422,0.1103,-0.0348
1_lawyers_far,lawyers_far,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_lawyers_far,lawyers_far,0,0,0,0,0,0,0,0,0,0,0,0,0,0
